MouseID,DYRK1A_C,ITSN1_C,BDNF_C,NR2A_C,pAKT_C,pCAMKII_C,pELK_C,pERK_C,pJNK_C,PKCA_C,pMEK_C,pNR1_C,pNR2A_C,pNR2B_C,pPKCAB_C,pRSK_C,AKT_C,BRAF_C,CAMKII_C,ELK_C,ERK_C,GSK3B_C,JNK_C,MEK_C,TRKA_C,RSK_C,CTNNB1_C,SOD1_C,MTOR_C,pMTOR_C,RCAN1_C,AMPKA_C,NR2B_C,pNUMB_C,RAPTOR_C,TIAM1_C,pP70S6_C,NUMB_C,P70S6_C,pPKCG_C,CDK5_C,S6_C,RRP1_C,BAX_C,ARC_C,ERBB4_C,nNOS_C,GAD2_C,GluR4_C,CASP3_C,IL1B_C,P35_25_C,pCASP9_C,PSD95_C,Ubiquitin_C,pGSK3B_Tyr216_C,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,CTNNB1_N,SOD1_N,MTOR_N,pMTOR_N,RCAN1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_S9_N,pPKCG_N,CDK5_N,S6_N,H3AcK9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,GFAP_N,GAD2_N,GluR3_N,GluR4_N,CASP3_N,IL1B_N,P35_25_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,APP_M,DYRK1A_M,ITSN1_M,TIAM1_M,NR1_M,NR2A_M,NR2B_M,pNR1_M,pNR2A_M,pNR2B_M,GluR3_M,GluR4_M,pGluR2_M,BDNF_M,NUMB_M,pNUMB_M,TRKA_M,PSD95_M,SYP_M,SNCA_M,Genotype,Treatment,Behavior,class
18898_5,NA,NA,NA,0.2515,NA,1.1473,NA,NA,NA,0.2491,0.4093,0.4599,0.3388,1.0556,0.3776,NA,1.2401,0.5523,0.197,0.1011,1.282,1.2209,0.3768,0.5025,0.5362,NA,NA,1.2703,0.4234,0.5942,NA,NA,0.3811,0.3169,NA,NA,2.0584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7013,1.0752,0.2813,2.1164,1.9593,0.3315,2.3465,0.2127,0.5901,0.4831,0.968,0.2968,0.3937,1.7471,1.9798,1.5294,0.6342,0.365,0.5435,0.2638,0.293,0.1537,0.258,0.5643,0.8663,0.3218,0.5841,1.4743,0.2176,0.2354,0.8441,0.3302,0.6705,0.9272,1.4117,0.3912,0.8052,0.3946,0.2869,0.569,1.6273,0.1233,1.2222,0.1592,3.1394,0.7337,0.8696,0.7082,1.2234,0.5248,0.3561,0.2546,0.2499,0.1574,0.2438,0.4813,0.2721,0.235,0.7249,0.3127,1.3099,2.7992,0.1307,0.9903,1.9833,0.2187,0.9497,1.5336,3.3826,0.906,1.3842,1.3876,1.0738,1.0554,0.5755,2.0738,0.7332,0.7987,0.9446,0.5503,0.5336,0.8221,0.8104,0.3272,1.1577,0.2898,Ts65Dn,Saline,C/S,TSC
18898_6,NA,NA,NA,0.239,NA,1.1833,NA,NA,NA,0.2568,0.4619,0.5456,0.4105,1.1414,0.3943,NA,0.9376,0.6156,0.2402,0.1205,1.2896,1.245,0.3959,0.5362,0.6065,NA,NA,1.243,0.4939,0.6614,NA,NA,0.4208,0.2853,NA,NA,2.2398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714,1.0657,0.2681,2.0474,1.8599,0.2725,2.3459,0.199,0.5471,0.4654,0.9039,0.3291,0.4278,1.744,1.9474,1.4733,0.683,0.3474,0.5907,0.2896,0.2978,0.1447,0.2752,0.5551,0.8416,0.2996,0.7206,1.5919,0.1991,0.2163,0.8519,0.3378,0.6689,0.9422,1.4228,0.378,0.7632,0.4297,0.2598,0.5677,1.8334,0.1197,1.2091,0.1492,3.0762,0.7211,0.843,0.7049,1.3778,0.5198,0.3631,0.2536,0.2466,0.1422,0.2341,0.4672,0.2725,0.2218,0.6416,0.274,1.2555,2.7823,0.1141,0.961,1.9872,0.2041,0.8899,1.1391,3.13,0.7966,1.2615,1.208,0.9878,1.0321,0.3578,1.9128,0.6758,0.7339,0.7706,0.6498,0.3257,0.7584,0.7569,0.292,0.9985,0.210985714,Ts65Dn,Saline,C/S,TSC
18898_7,NA,NA,NA,0.3549,NA,1.1565,NA,NA,NA,0.2738,0.4943,0.4779,0.3356,1.2092,0.3152,NA,1.0397,0.6497,0.2307,0.178,1.3214,1.3328,0.4133,0.5595,0.6803,NA,NA,1.3895,0.4615,0.6474,NA,NA,0.407,0.3311,NA,NA,2.2642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7382,NA,2.1371,NA,NA,NA,NA,0.2979,0.3954,1.8421,2.0491,1.4446,0.534,NA,0.5252,0.3033,0.3054,NA,0.2402,0.491,0.8192,0.3415,0.5348,1.5165,NA,NA,NA,0.4686,0.7529,0.9508,NA,NA,0.8835,0.4373,NA,NA,1.7126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1623,1.8162,3.8616,1.1146,1.6277,1.8568,1.3508,1.2411,0.7709,2.2625,0.9379,1.1814,1.2124,0.8807,0.5895,1.1122,1.0024,0.432,1.3795,0.2991,Ts65Dn,Saline,C/S,TSC
18898_8,NA,NA,NA,0.3027,NA,1.1781,NA,NA,NA,0.2661,0.5147,0.5,0.3636,1.1939,0.3546,NA,1.0575,0.6449,0.2384,0.1291,1.3467,1.3743,0.4295,0.5891,0.6071,NA,NA,1.3935,0.4713,0.6522,NA,NA,0.5152,0.3557,NA,NA,2.3354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6691,NA,2.1826,NA,NA,NA,NA,0.3179,0.4152,1.8185,2.0607,1.4103,0.5758,NA,0.5462,0.3053,0.3246,NA,0.2714,0.4965,0.8244,0.37,0.598,1.5819,NA,NA,NA,0.4156,0.7549,0.9895,NA,NA,0.8692,0.46,NA,NA,1.8482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9938,1.749,3.3734,0.9004,1.4108,1.6245,1.2324,1.0851,0.6535,2.0249,0.8216,0.9336,0.9502,0.6867,0.5436,0.8776,0.861,0.3963,1.1556,0.27675,Ts65Dn,Saline,C/S,TSC
18898_9,NA,NA,NA,0.28,NA,1.1226,NA,NA,NA,0.2657,0.4564,0.5695,0.4189,1.2007,0.3877,NA,1.0365,0.6466,0.2425,0.1347,1.2726,1.3111,0.4094,0.5806,0.6661,NA,NA,1.3059,0.5119,0.682,NA,NA,0.5996,0.2689,NA,NA,2.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5728,NA,2.0665,NA,NA,NA,NA,0.3067,0.4464,1.7611,1.9669,1.3226,0.6004,NA,0.5279,0.3135,0.3188,NA,0.2789,0.4667,0.7827,0.3542,0.7192,1.5746,NA,NA,NA,0.3791,0.7312,0.9976,NA,NA,0.8288,0.4825,NA,NA,1.9396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9699,1.2806,3.1695,0.855,1.2505,1.4444,1.1149,0.9755,0.516,1.9699,0.7269,0.8023,0.774,0.6478,0.5386,0.6723,0.8701,0.3484,1.0508,0.226166667,Ts65Dn,Saline,C/S,TSC
18899_1,2.1862,1.6359,0.4683,0.3424,0.4744,0.4741,1.033,2.0833,0.717,0.1979,0.4325,0.4889,0.3529,1.3374,0.315,0.2769,0.9929,0.381,0.1767,0.1326,1.5966,1.2507,0.3815,0.5559,0.5513,0.2057,0.1207,1.1573,0.5157,0.6704,2.8646,0.5951,0.3954,0.157,0.3151,0.9401,1.9998,0.1198,2.2053,0,1.0794,0.9783,0.3207,0.4631,0.3021,0.191,0.2747,0.4531,0.1458,0.2895,0.7391,0.1219,1.3353,0.2161,0.3802,4.0677,0.6836,1.1784,0.2869,2.4474,2.0024,0.2856,1.8078,0.244,0.7464,0.5053,0.9775,0.2773,0.4118,1.8878,1.7665,1.6359,0.5481,0.3772,0.5483,0.2215,0.2067,0.1939,0.3415,0.6552,0.8852,0.2775,0.6507,1.6099,0.2465,0.2393,1.1523,0.297,0.5437,0.7265,1.1199,0.4525,0.7314,0.3776,0.3115,0.5464,1.0399,0.1401,1.3074,0.1755,2.9265,0.7643,0.7848,0.5229,0.6067,0.5303,0.3607,0.2866,0.3405,0.1669,0.298,0.5422,0.3102,0.2356,0.7039,0.3712,1.5726,3.2807,0.1455,1.0084,2.1693,0.2616,0.6912,0.9097,3.9272,0.7158,1.0768,1.1971,1.0277,1.0317,0.3943,1.3452,0.4838,0.5843,0.5709,0.5772,0.502,0.6184,0.6445,0.2534,1.7458,0.1995,Ts65Dn,Saline,C/S,TSC
18899_10,NA,NA,NA,0.4725,NA,0.5037,NA,NA,NA,0.2159,0.4868,0.5409,0.3112,1.3742,0.3017,NA,1.0605,0.3911,0.1926,0.1588,1.4998,1.2387,0.4352,0.5424,0.5762,NA,NA,1.2536,0.5568,0.7171,NA,NA,0.3573,0.1707,NA,NA,2.6268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7612,0.1296,0.9659,NA,NA,NA,NA,NA,NA,NA,2.5211,NA,1.418,NA,NA,NA,NA,0.312,0.5125,1.8422,1.6601,1.5335,0.5227,NA,0.5577,0.2575,0.2815,NA,0.315,0.523,0.8851,0.3387,0.703,1.7021,NA,NA,NA,0.3973,0.6631,0.8301,NA,NA,0.8559,0.3793,NA,NA,1.4243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7448,0.3192,1.4153,NA,NA,NA,NA,NA,0.8038,1.0261,3.5981,0.8052,1.0466,1.2647,1.1276,0.9643,0.5007,1.7421,0.6008,0.7476,0.679,0.5652,0.4102,0.6077,0.6955,0.2483,1.5569,0.2236,Ts65Dn,Saline,C/S,TSC
18899_11,NA,NA,NA,0.4535,NA,0.4905,NA,NA,NA,0.2214,0.472,0.5474,0.3465,1.3674,0.3153,NA,1.0662,0.3815,0.2204,0.163,1.4968,1.2068,0.4204,0.5898,0.6165,NA,NA,1.1718,0.5547,0.7002,NA,NA,0.3752,0.1591,NA,NA,2.6365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6741,0.1437,0.9403,NA,NA,NA,NA,NA,NA,NA,2.3493,NA,1.4281,NA,NA,NA,NA,0.2957,0.525,1.8411,1.687,1.5106,0.5192,NA,0.5201,0.2713,0.2853,NA,0.3203,0.5179,0.9001,0.3452,0.7048,1.6713,NA,NA,NA,0.4158,0.6702,0.8992,NA,NA,0.8118,0.3994,NA,NA,1.4631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7248,0.3263,1.3928,NA,NA,NA,NA,NA,0.8417,0.9673,3.6344,0.764,1.03,1.2947,1.1351,1.0164,0.4898,1.7899,0.6439,0.7503,0.7367,0.633,0.4407,0.6126,0.6644,0.2769,1.5334,0.2005,Ts65Dn,Saline,C/S,TSC
18899_12,NA,NA,NA,0.3807,NA,0.4649,NA,NA,NA,0.225,0.429,0.5915,0.4053,1.3229,0.3233,NA,1.1453,0.3944,0.2272,0.1526,1.454,1.1111,0.4012,0.6097,0.6744,NA,NA,1.0815,0.5779,0.7195,NA,NA,0.4854,0.1785,NA,NA,2.7236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6865,0.124,0.9252,NA,NA,NA,NA,NA,NA,NA,2.1492,NA,1.4043,NA,NA,NA,NA,0.299,0.5002,1.8481,1.6343,1.5174,0.5195,NA,0.5161,0.2488,0.2865,NA,0.3286,0.4962,0.885,0.3404,0.6705,1.6033,NA,NA,NA,0.3974,0.6954,0.8807,NA,NA,0.8466,0.4182,NA,NA,1.4347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7596,0.344,1.4353,NA,NA,NA,NA,NA,0.8747,0.9805,3.766,0.7911,1.1058,1.3022,1.2145,1.0543,0.4986,1.8844,0.578,0.7632,0.7479,0.6365,0.4109,0.6866,0.6978,0.2855,1.6281,0.188,Ts65Dn,Saline,C/S,TSC
18899_13,NA,NA,NA,0.4851,NA,0.5045,NA,NA,NA,0.2462,0.5246,0.5585,0.3499,1.3717,0.2753,NA,1.1674,0.4318,0.228,0.1813,1.6392,1.3651,0.4706,0.6452,0.7356,NA,NA,1.3026,0.5931,0.7356,NA,NA,0.3905,0.1856,NA,NA,2.7392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6785,0.1087,0.7886,NA,NA,NA,NA,NA,NA,NA,2.3192,NA,1.4937,NA,NA,NA,NA,0.3482,0.6412,1.9093,1.9171,1.826,0.5817,NA,0.6167,0.3514,0.3748,NA,0.3973,0.5092,0.891,0.4446,0.8759,1.8803,NA,NA,NA,0.5453,0.8268,1.022,NA,NA,1.0713,0.5279,NA,NA,1.7216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8133,0.3551,1.3743,NA,NA,NA,NA,NA,0.9339,1.5046,3.8018,0.9633,1.1486,1.4183,1.1486,1.033,0.4771,1.9853,0.6587,0.9688,0.8642,0.6128,0.444,0.5193,0.7927,0.3083,1.5927,0.2991,Ts65Dn,Saline,C/S,TSC
18899_14,NA,NA,NA,0.5125,NA,0.5568,NA,NA,NA,0.2264,0.5627,0.5442,0.3871,1.4044,0.2921,NA,1.1123,0.4432,0.2342,0.1774,1.6237,1.2909,0.4456,0.6792,0.7318,NA,NA,1.2873,0.598,0.7497,NA,NA,0.4044,0.175,NA,NA,2.7993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7233,0.1328,0.8449,NA,NA,NA,NA,NA,NA,NA,2.0783,NA,1.4439,NA,NA,NA,NA,0.3324,0.6362,1.8424,1.913,1.7061,0.5863,NA,0.6195,0.3413,0.3697,NA,0.3815,0.4934,0.8759,0.4326,0.8686,1.8505,NA,NA,NA,0.5605,0.8183,1.0251,NA,NA,1.0487,0.5305,NA,NA,1.7102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8388,0.3645,1.4471,NA,NA,NA,NA,NA,0.8357,1.5512,3.7438,0.864,1.106,1.3004,1.1413,1.023,0.5018,1.9364,0.6802,0.9346,0.8693,0.6396,0.424,0.6131,0.7032,0.2827,1.4753,0.2544,Ts65Dn,Saline,C/S,TSC
18899_15,NA,NA,NA,0.4552,NA,0.5014,NA,NA,NA,0.2423,0.4858,0.6605,0.4696,1.3927,0.3193,NA,1.063,0.4667,0.2389,0.1718,1.6061,1.2441,0.4488,0.6327,0.6784,NA,NA,1.1747,0.6495,0.7889,NA,NA,0.6692,0.1596,NA,NA,3.0272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7143,0.1156,0.8102,NA,NA,NA,NA,NA,NA,NA,1.8748,NA,1.3938,NA,NA,NA,NA,0.3206,0.5853,1.8148,1.8376,1.6816,0.583,NA,0.5727,0.3285,0.3529,NA,0.3838,0.4672,0.8514,0.4174,0.8237,1.7217,NA,NA,NA,0.5462,0.828,1.0169,NA,NA,1.0136,0.5249,NA,NA,1.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8516,0.3723,1.4474,NA,NA,NA,NA,NA,0.8628,1.1931,3.8718,0.8628,1.213,1.352,1.1841,0.9621,0.5253,2.1191,0.7238,0.9134,0.861,0.6986,0.4079,0.6101,0.7347,0.3141,1.5523,0.3159,Ts65Dn,Saline,C/S,TSC
18899_2,2.0933,1.5529,0.4467,0.2799,0.4383,0.4682,1.01,2.0225,0.6879,0.194,0.4178,0.487,0.3573,1.3009,0.3767,0.2704,1.0446,0.3893,0.1867,0.1374,1.6365,1.1902,0.3807,0.557,0.5954,0.1946,0.1321,1.0243,0.5276,0.6553,2.9504,0.5829,0.4691,0.146,0.3063,0.9108,2.0643,0.1158,2.2088,0,1.0321,0.8838,0.3096,0.4904,0.3029,0.1842,0.2896,0.4188,0.1388,0.2479,0.6824,0.0998,1.378,0.1979,0.3838,3.7921,0.7326,1.1867,0.3041,2.4179,1.9198,0.2736,1.7465,0.2521,0.7255,0.5078,0.9531,0.2738,0.4128,1.8462,1.7142,1.5896,0.5873,0.3964,0.5332,0.2202,0.206,0.2032,0.3484,0.643,0.8648,0.2757,0.6525,1.5727,0.2486,0.3038,1.1557,0.2912,0.5373,0.7554,1.1451,0.4547,0.6958,0.3834,0.2774,0.5501,1.076,0.1343,1.3189,0.1768,2.8136,0.7868,0.8077,0.5342,0.5832,0.5201,0.358,0.2935,0.3293,0.1591,0.2908,0.555,0.3048,0.2459,0.6652,0.3614,1.573,3.321,0.1502,1.028,2.1434,0.2587,0.6534,0.9259,3.7597,0.6519,1.0337,1.0801,0.9828,0.9798,0.3975,1.3398,0.4955,0.5472,0.5007,0.5591,0.3915,0.5868,0.6272,0.2455,1.6272,0.2006,Ts65Dn,Saline,C/S,TSC
18899_3,2.3414,1.6326,0.4669,0.2187,0.451,0.4586,1.0381,1.9958,0.6757,0.1905,0.393,0.5427,0.4025,1.2907,0.4229,0.2824,0.9623,0.3736,0.1731,0.1079,1.5718,1.111,0.3576,0.59,0.5598,0.1967,0.128,1.0319,0.5643,0.6776,2.9837,0.6134,0.4452,0.1614,0.3096,0.8983,2.2276,0.118,2.4552,0,1.082,0.9008,0.3548,0.5033,0.3038,0.1841,0.2728,0.4293,0.1649,0.2933,0.6323,0.1034,1.2758,0.2063,0.3594,3.9448,0.6824,1.2183,0.2937,2.4744,1.9717,0.3257,1.7175,0.2378,0.6467,0.4887,0.9613,0.2928,0.4163,1.7895,1.7059,1.5516,0.6297,0.3924,0.5301,0.2112,0.2168,0.1912,0.3668,0.6154,0.839,0.2771,0.6565,1.5746,0.2332,0.2171,1.1254,0.2938,0.535,0.7763,1.1815,0.4525,0.6782,0.386,0.2864,0.5393,1.1992,0.1345,1.3584,0.1727,2.7514,0.784,0.7862,0.525,0.6829,0.5298,0.3634,0.2901,0.3157,0.1536,0.2792,0.5386,0.2975,0.2356,0.5977,0.3207,1.4065,3.2629,0.1443,1.0544,2.1535,0.2506,0.6422,0.7215,3.7113,0.6218,0.9898,0.9651,0.936,0.9564,0.3185,1.2364,0.4516,0.5585,0.5847,0.5324,0.4109,0.6029,0.6138,0.2218,1.5702,0.1738,Ts65Dn,Saline,C/S,TSC
18899_4,2.0086,1.3479,0.4233,0.3476,0.3774,0.4769,0.8388,1.8533,0.6671,0.1999,0.4272,0.5182,0.3495,1.2677,0.2829,0.2361,1.0355,0.3692,0.1755,0.14,1.5163,1.2199,0.3812,0.5494,0.5611,0.168,0.1144,1.1055,0.5281,0.699,2.5109,0.5559,0.327,0.1579,0.2561,0.7216,2.0703,0.1094,2.2198,0,0.9591,0.7661,0.292,0.3724,0.2516,0.1403,0.1957,0.3606,0.1172,0.2221,0.6382,0.1284,1.19,0.1757,0.3243,3.5922,0.7464,1.2579,0.3022,2.4993,1.6696,0.321,1.5638,0.2284,0.7554,0.5076,0.9501,0.2793,0.4536,1.8738,1.7746,1.4602,0.5095,0.3765,0.5375,0.2527,0.2397,0.1758,0.3372,0.5646,0.8433,0.3153,0.6786,1.6411,0.2541,0.2441,1.0549,0.3431,0.6224,0.8187,1.2425,0.4693,0.8103,0.4322,0.2866,0.548,1.2893,0.1481,1.2157,0.1595,2.9125,0.7819,0.7894,0.5279,0.9751,0.5171,0.384,0.3013,0.3232,0.1581,0.2842,0.5357,0.3256,0.2513,0.6843,0.3501,1.4766,3.3985,0.1297,1.0372,2.161,0.246,0.7752,1.3055,3.8405,0.6897,1.0817,1.2142,1.2834,1.0365,0.4428,1.6359,0.5187,0.6273,0.6244,0.5985,0.4524,0.6744,0.6417,0.2671,1.6273,0.1729,Ts65Dn,Saline,C/S,TSC
18899_5,2.0676,1.3353,0.4274,0.2858,0.3888,0.4528,0.892,1.8671,0.6883,0.188,0.3722,0.5034,0.3613,1.2259,0.3308,0.2455,1.0003,0.3645,0.1919,0.1362,1.5366,1.1031,0.379,0.5455,0.5712,0.1579,0.1121,1.0468,0.5244,0.6772,2.5717,0.5458,0.3476,0.1412,0.2668,0.8575,2.0767,0.1016,2.333,0,0.966,0.7804,0.2722,0.397,0.2926,0.1343,0.2137,0.3439,0.1225,0.2187,0.6245,0.1064,1.1932,0.1733,0.3512,3.6847,0.7637,1.2347,0.3065,2.5543,1.7349,0.3081,1.5511,0.2397,0.7688,0.5049,0.9727,0.2874,0.4695,1.8368,1.7585,1.452,0.5566,0.379,0.6104,0.2534,0.2432,0.1788,0.3576,0.57,0.8448,0.3158,0.6847,1.6162,0.2605,0.2342,1.0517,0.3578,0.6231,0.8339,1.2758,0.467,0.8018,0.4343,0.3092,0.5392,1.3613,0.1503,1.2354,0.1686,2.9346,0.7947,0.8407,0.5386,0.8166,0.5078,0.3938,0.2919,0.3164,0.1559,0.2915,0.5538,0.3185,0.2709,0.6457,0.3329,1.4347,3.4363,0.1397,1.016,2.251,0.2464,0.7442,0.8973,3.7049,0.6648,1.0476,1.1615,1.1877,0.9533,0.423,1.5752,0.535,0.5985,0.6275,0.5985,0.394,0.6321,0.6218,0.239,1.5705,0.183,Ts65Dn,Saline,C/S,TSC
18899_6,2.1097,1.3859,0.4208,0.2294,0.393,0.4425,0.8209,1.7932,0.671,0.1983,0.3999,0.5597,0.4296,1.244,0.4052,0.2704,0.9728,0.3803,0.198,0.1385,1.4305,1.0625,0.3522,0.6144,0.5976,0.1647,0.1092,1.0805,0.5785,0.6918,2.5192,0.5228,0.4251,0.1607,0.2735,0.7919,2.4091,0.0985,2.2377,0,0.9749,0.8039,0.3321,0.466,0.2722,0.1652,0.2431,0.3429,0.1383,0.2551,0.599,0.1004,1.1468,0.171,0.3438,3.4436,0.7624,1.2218,0.3045,2.4502,1.8345,0.3417,1.6032,0.2364,0.7455,0.4916,0.9436,0.3113,0.4861,1.9281,1.8221,1.4583,0.6348,0.3714,0.54,0.259,0.2584,0.1797,0.3882,0.5734,0.869,0.3258,0.7235,1.6993,0.2559,0.2436,1.0536,0.3756,0.6503,0.9034,1.1936,0.4551,0.8235,0.4637,0.3076,0.5534,1.5902,0.1409,1.2173,0.1649,2.8575,0.7695,0.7684,0.5341,0.738,0.5141,0.3796,0.2844,0.3194,0.1764,0.2994,0.5433,0.3151,0.251,0.5922,0.3125,1.3155,3.3841,0.1409,1.0557,2.1849,0.2514,0.6129,0.7023,3.2885,0.5594,0.9306,0.9908,1.046,0.9289,0.3654,1.2274,0.4607,0.5452,0.5151,0.4791,0.3545,0.5393,0.5769,0.1923,1.393,0.1137,Ts65Dn,Saline,C/S,TSC
18899_7,2.1091,1.5457,0.436,0.383,0.3947,0.4753,0.8873,1.8737,0.715,0.2039,0.4533,0.529,0.3587,1.2672,0.256,0.2283,1.0849,0.3923,0.188,0.1425,1.5154,1.2695,0.3753,0.5764,0.5869,0.154,0.1038,1.1019,0.5347,0.6811,2.7617,0.5776,0.3313,0.1653,0.295,0.787,2.1564,0.1021,2.2342,0,1.0802,0.823,0.2195,0.3611,0.285,0.1139,0.1923,0.3322,0.0979,0.2177,0.6813,0.115,0.977,0.1746,0.3847,3.7853,0.7504,1.2448,0.3214,2.6315,1.602,0.3689,1.4801,0.2516,0.8087,0.5374,1.0663,0.2666,0.4391,1.8117,1.7032,1.4879,0.5195,0.4145,0.5313,0.2575,0.2532,0.1899,0.3238,0.5413,0.8356,0.3146,0.6436,1.5694,0.2636,0.2254,1.0158,0.3561,0.6438,0.8103,1.477,0.4465,0.8268,0.4224,0.3068,0.5864,1.3548,0.1539,1.2379,0.1836,2.9858,0.8048,0.7782,0.5185,0.7984,0.5389,0.4273,0.3,0.3077,0.1625,0.3334,0.5305,0.3392,0.2753,0.7349,0.3457,1.4824,3.4784,0.1601,1.1179,2.253,0.272,0.8385,1.0956,3.7702,0.7327,1.0557,1.3652,1.1399,0.9818,0.4573,1.7975,0.4994,0.7099,0.6951,0.6143,0.3982,0.6246,0.6644,0.2662,1.5654,0.2036,Ts65Dn,Saline,C/S,TSC
18899_8,2.1186,1.5646,0.4165,0.2896,0.3847,0.4468,0.9091,1.882,0.744,0.205,0.422,0.5197,0.3527,1.1882,0.3155,0.2254,0.9949,0.3694,0.1907,0.1448,1.4807,1.167,0.3567,0.5821,0.5478,0.1717,0.1215,1.0478,0.5295,0.6751,2.777,0.6083,0.3567,0.1455,0.2702,0.8596,2.1721,0.0968,2.3304,0,1.059,0.7965,0.2643,0.41,0.2832,0.1988,0.2,0.3504,0.0767,0.2324,0.6514,0.1136,0.9791,0.1829,0.3652,3.5805,0.7671,1.3943,0.3298,2.5948,1.6425,0.3107,1.5276,0.255,0.8217,0.5355,1.1336,0.2817,0.4701,1.8676,1.7936,1.54,0.5873,0.4114,0.5591,0.2757,0.2768,0.2124,0.3463,0.5664,0.8731,0.3281,0.684,1.64,0.2617,0.2152,1.0286,0.3841,0.6724,0.8879,1.441,0.45,0.8367,0.4511,0.2788,0.5693,1.4892,0.1429,1.2738,0.1824,2.996,0.7976,0.7302,0.5074,0.6443,0.5621,0.4248,0.2974,0.3198,0.155,0.3319,0.5398,0.344,0.2743,0.651,0.3251,1.3841,3.4367,0.1769,1.0769,2.3117,0.2764,0.8102,0.979,3.6203,0.6954,1.0408,1.2605,1.1909,0.9614,0.3808,1.6104,0.5839,0.6523,0.6976,0.574,0.3389,0.5397,0.6369,0.2605,1.4801,0.2086,Ts65Dn,Saline,C/S,TSC
